scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,gt_superpoint_count,reliable_superpoint_count,size_eligible_superpoint_count,visible_eligible_superpoint_count,best_superpoint_id,best_superpoint_gt_purity,max_superpoint_gt_purity,gt_fraction_in_pure_superpoints,max_visible_frame_count,unreliable_reason,boundary_mixed
scene0357_00,8028,shelf,6502,0.0,70,0,53,0,31,1.0,1.0,0.9975392187019378,0,可见帧不足,False
scene0357_00,16018,window,496,0.14583945898265216,6,5,5,6,681,0.9909502262443439,1.0,0.7620967741935484,17,存在可靠超点,False
scene0357_00,26001,box,343,0.039014373716632446,4,4,4,4,249,1.0,1.0,0.9854227405247813,3,存在可靠超点,False
scene0357_00,26002,box,289,0.35503685503685506,3,3,3,3,244,0.6514522821576764,1.0,0.8235294117647058,4,存在可靠超点,False
scene0357_00,41009,ceiling,1011,0.06706640017765934,3,0,2,0,146,0.9064220183486239,0.9064220183486239,0.9772502472799208,0,可见帧不足,False
scene0357_00,63020,shoe,416,0.0,4,3,3,4,663,0.9915254237288136,0.9915254237288136,0.9639423076923077,11,存在可靠超点,False
scene0357_00,63021,shoe,153,0.391304347826087,3,2,2,3,402,0.45741324921135645,0.45741324921135645,0.0,11,存在可靠超点,True
scene0357_00,63023,shoe,239,0.38118022328548645,4,3,3,4,474,0.09553695955369595,1.0,0.41841004184100417,17,存在可靠超点,False
scene0357_00,107019,pipe,1777,0.2759548144163529,20,18,18,20,778,0.9854014598540146,1.0,0.9471018570624649,22,存在可靠超点,False
scene0377_00,31022,towel,332,0.4630404463040446,6,5,5,6,114,0.6936936936936937,1.0,0.9126506024096386,14,存在可靠超点,False
scene0377_00,102010,bucket,638,0.26987951807228916,8,1,6,1,499,0.8358862144420132,1.0,0.9733542319749217,24,存在可靠超点,False
scene0377_00,185001,tray,319,0.35444444444444445,9,0,5,0,22,1.0,1.0,0.8244514106583072,0,可见帧不足,False
scene0389_00,5013,door,2237,0.2006053154260853,27,1,19,1,203,0.042234973191609446,1.0,0.4997764863656683,15,存在可靠超点,False
scene0412_01,4012,table,1888,0.4492753623188406,24,2,17,2,399,0.99002849002849,1.0,0.9909957627118644,12,存在可靠超点,False
scene0412_01,14018,sink,1770,0.47497249724972496,18,13,13,18,55,0.9904076738609112,1.0,0.7937853107344632,18,存在可靠超点,False
scene0412_01,26022,box,1701,0.4327143220554566,16,1,13,1,611,0.5126760563380282,1.0,0.9994121105232217,3,存在可靠超点,False
scene0412_01,35019,counter,2081,0.25558751936269086,17,10,14,12,233,0.670061099796334,1.0,0.9303219605958674,18,存在可靠超点,False
scene0426_02,15036,picture,605,0.0,3,0,3,0,600,0.14181543877294442,1.0,0.06611570247933884,0,可见帧不足,False
scene0426_02,32030,clothes,599,0.20429740791268758,5,0,4,0,456,0.9814385150812065,0.9814385150812065,0.7061769616026711,0,可见帧不足,False
scene0426_02,54008,blanket,4073,0.39444045051521687,26,0,12,0,206,0.9938313913639479,1.0,0.859562975693592,0,可见帧不足,False
scene0426_02,122028,ladder,1228,0.07170626349892009,16,12,12,15,250,0.9929577464788732,1.0,0.6954397394136808,23,存在可靠超点,False
scene0426_02,131020,jacket,501,0.15036976170912078,7,0,7,0,424,0.9506172839506173,1.0,0.9780439121756487,0,可见帧不足,False
scene0426_02,1163009,object,467,0.40857392825896766,4,4,4,4,156,0.7368421052631579,1.0,0.9914346895074947,6,存在可靠超点,False
scene0430_00,52033,whiteboard,2857,0.3114115211301912,7,4,5,6,239,0.44529540481400437,1.0,0.14140707035351768,30,存在可靠超点,False
scene0430_00,609023,projector screen,5746,0.4169786749145369,37,20,27,26,486,1.0,1.0,1.0,26,存在可靠超点,False
scene0458_00,26032,box,1184,0.02727272727272727,19,11,14,12,110,0.8324607329842932,1.0,0.972972972972973,14,存在可靠超点,False
scene0458_00,65029,bottle,131,0.2930648769574944,1,1,1,1,35,0.9924242424242424,0.9924242424242424,1.0,7,存在可靠超点,False
scene0458_00,65030,bottle,150,0.14149139579349904,1,1,1,1,23,0.6122448979591837,0.6122448979591837,1.0,12,存在可靠超点,False
scene0458_00,78004,shower,8946,0.22043371339145987,82,49,55,61,24,0.9855875831485588,1.0,0.9429912810194501,22,存在可靠超点,False
scene0458_00,157010,soap dish,118,0.2639821029082774,3,2,2,3,10,1.0,1.0,0.9661016949152542,8,存在可靠超点,False
scene0458_00,157012,soap dish,125,0.08538899430740038,4,3,4,3,9,0.7083333333333334,1.0,0.744,12,存在可靠超点,False
scene0458_00,325016,broom,215,0.21739130434782608,7,1,6,1,322,0.9553571428571429,0.9558823529411765,0.9720930232558139,4,存在可靠超点,False
scene0458_00,356017,dustpan,460,0.3807615230460922,11,3,9,3,311,0.7085201793721974,1.0,0.808695652173913,8,存在可靠超点,False
scene0474_00,13039,pillow,816,0.4823434991974318,6,0,4,0,245,0.29521640091116175,1.0,0.20465686274509803,2,可见帧不足,False
scene0474_00,46032,keyboard,221,0.10828025477707007,3,0,2,0,454,0.9855072463768116,0.9855072463768116,0.995475113122172,0,可见帧不足,False
scene0474_00,64029,computer tower,1450,0.0,15,0,13,0,818,1.0,1.0,1.0,0,可见帧不足,False
scene0474_00,570045,paper bag,463,0.05104831358249772,11,8,8,11,679,1.0,1.0,0.9870410367170627,21,存在可靠超点,False
scene0474_00,1170034,dumbbell,180,0.3082191780821918,5,0,5,0,289,1.0,1.0,0.9888888888888889,0,可见帧不足,False
scene0474_04,2012,chair,232,0.1341816078658184,6,4,5,5,299,0.9767441860465116,0.9833333333333333,0.6163793103448276,6,存在可靠超点,False
scene0474_04,13032,pillow,253,0.40043763676148797,4,4,4,4,135,1.0,1.0,0.9762845849802372,8,存在可靠超点,False
scene0474_04,16022,window,2816,0.38920454545454547,20,1,15,1,620,0.9944567627494457,1.0,0.8103693181818182,12,存在可靠超点,False
scene0474_04,52037,whiteboard,986,0.08007976490344249,15,5,5,7,392,0.04623437045652806,1.0,0.28093306288032455,24,存在可靠超点,False
scene0474_04,1188018,poster,5873,0.23156636110003986,56,0,42,0,903,0.629156010230179,1.0,0.8900051081219138,2,可见帧不足,False
scene0474_04,1188019,poster,3085,0.12326687177847924,31,0,27,0,1030,0.43089960886571055,1.0,0.7708265802269044,2,可见帧不足,False
scene0496_00,16026,window,2588,0.4225468577728776,31,1,27,1,244,0.48313384113166485,1.0,0.7098145285935085,6,存在可靠超点,False
scene0496_00,16027,window,1061,0.1157506908197728,6,1,6,1,388,0.9819967266775778,1.0,1.0,3,存在可靠超点,False
scene0496_00,16030,window,938,0.19869942196531792,7,0,5,0,945,0.9982876712328768,1.0,0.8827292110874201,0,可见帧不足,False
scene0578_02,19015,monitor,470,0.0,6,5,5,6,89,1.0,1.0,1.0,9,存在可靠超点,False
scene0591_01,19017,monitor,881,0.4101489757914339,10,3,9,3,562,0.4544,1.0,0.337116912599319,5,存在可靠超点,False
scene0593_01,7005,cabinet,7895,0.1008092485549133,39,4,34,6,344,0.9160554197229014,1.0,0.9707409753008233,14,存在可靠超点,False
scene0593_01,180024,paper cutter,693,0.46998722860791825,7,0,5,0,1033,0.7052932761087267,1.0,0.987012987012987,0,可见帧不足,False
scene0598_00,16021,window,17586,0.33384510406004775,58,1,41,1,95,0.996617252014725,1.0,0.9967587853974753,30,存在可靠超点,False
scene0598_00,86002,blinds,16020,0.4140604807443784,139,0,109,0,348,1.0,1.0,0.9978152309612984,0,可见帧不足,False
scene0606_00,7019,cabinet,1129,0.3631200302915562,10,0,8,0,481,0.6654632972322503,1.0,0.9884853852967228,0,可见帧不足,False
scene0606_00,13023,pillow,786,0.0726525017135024,7,1,5,1,451,0.8392857142857143,1.0,0.9847328244274809,29,存在可靠超点,False
scene0606_00,27026,refrigerator,3171,0.4401303285365191,23,0,19,0,974,0.9957337883959044,1.0,0.9820245979186376,0,可见帧不足,False
scene0606_00,132033,storage bin,515,0.2084176446782679,6,0,4,0,141,1.0,1.0,0.6077669902912621,0,可见帧不足,False
scene0606_00,185035,tray,677,0.017857142857142856,8,8,8,8,246,1.0,1.0,0.9512555391432792,30,存在可靠超点,False
scene0606_00,1163036,object,264,0.19924528301886793,1,1,1,1,300,0.9041095890410958,0.9041095890410958,1.0,30,存在可靠超点,False
scene0606_01,13031,pillow,621,0.030225409836065573,5,0,2,0,662,0.8673946957878315,1.0,0.9887278582930756,0,可见帧不足,False
scene0606_01,65021,bottle,147,0.4788273615635179,4,0,4,0,206,0.9784172661870504,0.9784172661870504,0.9251700680272109,1,可见帧不足,False
scene0606_01,185027,tray,602,0.24447513812154695,10,1,10,1,211,0.9734513274336283,0.9734513274336283,0.8803986710963455,27,存在可靠超点,False
scene0645_01,13041,pillow,431,0.09491301475445937,2,0,2,0,133,0.13148032479700186,0.2127659574468085,0.0,0,可见帧不足,True
scene0645_01,13052,pillow,886,0.468040147913365,4,3,3,4,409,0.06431123461691148,0.5172413793103449,0.016930022573363433,30,存在可靠超点,False
scene0645_01,16045,window,3454,0.3273883100829949,31,2,21,4,67,0.9984520123839009,1.0,0.8343949044585988,3,存在可靠超点,False
scene0645_01,56016,trash can,728,0.38682252922422955,8,1,6,1,1194,0.7864321608040201,1.0,0.6607142857142857,21,存在可靠超点,False
scene0645_01,71030,mirror,1353,0.39571428571428574,16,0,14,0,1084,0.016408546483569517,1.0,0.6718403547671841,0,可见帧不足,False
scene0645_01,97017,recycling bin,528,0.2165572942958102,10,0,8,0,1187,0.19383259911894274,1.0,0.5549242424242424,0,可见帧不足,False
scene0645_01,161061,doorframe,3593,0.035987182647276315,24,2,21,2,720,0.1387765749315247,1.0,0.39743946562760923,18,存在可靠超点,False
scene0658_00,7009,cabinet,323,0.021544715447154472,6,0,4,0,87,0.71875,1.0,0.5170278637770898,0,可见帧不足,False
scene0663_02,2008,chair,513,0.321880650994575,7,6,7,6,107,0.8137254901960784,1.0,0.7777777777777778,21,存在可靠超点,False
scene0663_02,52016,whiteboard,325,0.0,3,0,3,0,154,0.12990692027519224,0.12990692027519224,0.0,0,可见帧不足,True
scene0664_02,8018,shelf,1005,0.24622271964185785,15,2,13,2,62,1.0,1.0,0.9920398009950249,16,存在可靠超点,False
scene0664_02,31032,towel,388,0.4212812160694897,1,0,1,0,184,0.4720194647201946,0.4720194647201946,0.0,0,可见帧不足,True
scene0664_02,31033,towel,434,0.47122692725298587,1,0,1,0,184,0.5279805352798054,0.5279805352798054,1.0,0,可见帧不足,False
scene0686_02,125004,bathroom stall,8749,0.48183071008921446,41,12,25,22,21,0.4616724738675958,1.0,0.31134986855640645,30,存在可靠超点,False
scene0693_02,157017,soap dish,110,0.0,3,3,3,3,94,1.0,1.0,0.990909090909091,30,存在可靠超点,False
scene0693_02,161013,doorframe,301,0.26995073891625615,4,2,4,2,0,0.9965156794425087,0.9965156794425087,0.9501661129568106,19,存在可靠超点,False
scene0697_03,16028,window,1146,0.12310667096358363,7,6,7,6,175,0.12854969574036512,0.9295774647887324,0.193717277486911,5,存在可靠超点,False
scene0697_03,36004,dresser,3152,0.3674540682414698,28,24,24,28,313,0.11752182243985523,1.0,0.7963197969543148,30,存在可靠超点,False
scene0697_03,57018,closet,5095,0.4852870236372407,27,1,21,1,711,0.9947423764458465,1.0,0.9364082433758587,19,存在可靠超点,False
scene0697_03,69016,board,943,0.37275514673674986,10,9,9,10,420,0.9855855855855856,1.0,0.985153764581124,30,存在可靠超点,False
scene0697_03,86026,blinds,5311,0.09422947384177831,21,5,16,5,12,0.9152351450295692,1.0,0.7601205046130672,6,存在可靠超点,False
scene0699_00,5019,door,793,0.032514658247570626,6,4,4,6,228,0.08175042077422458,0.972972972972973,0.13240857503152584,22,存在可靠超点,False
scene0699_00,47038,bag,490,0.0,3,0,2,0,557,0.45342706502636204,1.0,0.47346938775510206,0,可见帧不足,False
scene0699_00,54009,blanket,6989,0.4803106315717133,33,16,25,21,220,0.9979353062629044,1.0,0.9994276720560882,20,存在可靠超点,False
scene0699_00,54037,blanket,2012,0.42857142857142855,13,1,8,1,399,0.6598698481561822,1.0,0.9930417495029821,12,存在可靠超点,False
scene0699_00,161006,doorframe,1236,0.2700865265760198,10,1,9,1,290,1.0,1.0,0.6836569579288025,12,存在可靠超点,False
scene0704_01,35009,counter,5613,0.42102482831484417,58,43,46,53,793,0.9800332778702163,1.0,0.9470871191876002,26,存在可靠超点,False
