scene_name,candidate_id,source_track_ids,point_count,mvpdist_class,mvpdist_score,fusion_score,support_score,best_existing_iou,seed_in_existing_mask_ratio,gt_instance_id,gt_class,best_iou,precision,coverage,geometry_error,semantic_exact,passes_final_score,passes_export_overlap,fusion_decision
scene0084_01,0,[0],4246,counter,0.4459596872329712,0.4459596872329712,255.4079734037333,0.7018189692507579,0.939707960433349,1156001,bathroom counter,0.4844760672703752,0.5292039566650966,0.8514588859416445,overmerged_or_boundary_leakage,False,True,False,unavailable
scene0084_01,1,"[4, 18]",189,divider,0.06595916301012039,0.05336218640455555,61.8037099602612,0.08145849495733126,0.9682539682539683,161023,doorframe,0.12013729977116705,0.5555555555555556,0.13291139240506328,mixed_multiple_instances,False,False,False,unavailable
scene0084_01,2,[21],239,cup,0.1271236091852188,0.10058259469425648,58.243768154360474,0.0,0.0,1163019,object,0.8260869565217391,0.8744769874476988,0.9372197309417041,good_geometry,False,False,True,applied
scene0084_01,3,[13],4791,counter,0.05990792438387871,0.04718906404169176,57.53863792480311,0.155165840640488,0.2018367772907535,71003,mirror,0.15948275862068967,0.16990189939469838,0.7222715173025732,overmerged_or_boundary_leakage,False,False,True,applied
scene0084_01,4,[11],1491,trash bin,0.569369912147522,0.44727530793414877,57.112379278046966,0.8317880794701987,0.8423876592890678,56021,trash can,0.8317880794701987,0.8423876592890678,0.9850980392156863,good_geometry,False,True,False,unavailable
scene0084_01,5,[8],171,counter,0.03378739580512047,0.022864056949483104,35.340747072421976,0.21981981981981982,0.7134502923976608,131010,jacket,0.21981981981981982,0.7134502923976608,0.24110671936758893,fragment_or_undercoverage,False,False,False,unavailable
scene0084_01,6,[25],1312,shower floor,0.039115846157073975,0.023923676439285863,22.322172672515954,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0084_01,7,[29],306,pipe,0.34729376435279846,0.21009425554669775,20.989362385023092,0.0,0.0,14014,sink,0.3423076923076923,0.8725490196078431,0.3603238866396761,fragment_or_undercoverage,False,True,True,unavailable
scene0084_01,8,[15],3729,door,0.49811607599258423,0.29629865571520936,18.967714553192035,0.8941658630665381,0.997586484312148,5008,door,0.8518348623853211,0.99597747385358,0.8547756041426927,good_geometry,True,True,False,unavailable
scene0084_01,9,"[1, 9]",1831,door,0.1501605361700058,0.0882623819523134,17.55736121291713,0.2815533980582524,0.608410704533042,161023,doorframe,0.17061188030370703,0.20862916439104315,0.4835443037974684,mixed_multiple_instances,False,False,True,applied
scene0084_01,10,[5],888,container,0.23662108182907104,0.13757714224992681,16.284771573573465,0.8340163934426229,0.9166666666666666,261028,sign,0.9094972067039107,0.9166666666666666,0.9914738124238733,good_geometry,False,True,False,unavailable
scene0084_01,11,[12],340,soap dispenser,0.457040011882782,0.2607290174328041,14.094613449149755,0.8558823529411764,0.8558823529411764,100026,soap dispenser,0.8558823529411764,0.8558823529411764,1.0,good_geometry,True,True,False,unavailable
scene0084_01,12,[23],209,bottle,0.14114053547382355,0.0765489589260913,8.471968976323398,0.023567220139260846,0.42105263157894735,1163015,object,0.45539906103286387,0.46411483253588515,0.9603960396039604,mixed_multiple_instances,False,False,True,applied
scene0084_01,13,[6],239,tissue box,0.20468182861804962,0.10378132229951482,1.4074605451936872,0.07641509433962264,0.3389121338912134,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,True,unavailable
scene0084_02,0,"[14, 23]",1370,trash bin,0.4449700713157654,0.4449700713157654,237.74450626584849,0.7705597788527989,0.8138686131386861,56015,trash can,0.809143686502177,0.8138686131386861,0.9928762243989314,good_geometry,False,True,False,unavailable
scene0084_02,1,[4],9475,bathroom stall,0.08702456951141357,0.08702456951141357,109.16709993594436,0.09644135607496315,0.17097625329815302,1156010,bathroom counter,0.012291404988336623,0.01445910290237467,0.07577433628318585,weak_or_wrong_geometry,False,False,True,applied
scene0084_02,2,[8],2379,counter,0.3624986708164215,0.297447055091761,64.10932179246291,0.6391653290529695,0.9592265657839428,1156010,bathroom counter,0.3651776980762961,0.4707860445565364,0.6194690265486725,mixed_multiple_instances,False,True,False,unavailable
scene0084_02,3,[18],108,shower,0.020860960707068443,0.01633886176048695,56.6453433273642,0.003826530612244898,0.027777777777777776,55013,shower curtain,0.0011475786091347257,0.046296296296296294,0.0011753643629525152,weak_or_wrong_geometry,False,False,True,applied
scene0084_02,4,"[6, 24]",4721,bathroom stall,0.09872931987047195,0.07483817699327412,51.60273987799806,0.17152399935355275,0.7197627621266681,116036,seat,0.03130259171995961,0.03939843253547977,0.13219616204690832,weak_or_wrong_geometry,False,False,False,unavailable
scene0084_02,5,"[15, 22]",1457,paper towel dispenser,0.25186166167259216,0.17304245155063158,37.41071221516699,0.7,0.8812628689087165,82017,paper towel dispenser,0.8476190476190476,0.8551818805765271,0.9896743447180302,good_geometry,True,True,False,unavailable
scene0084_02,6,[12],828,container,0.36194106936454773,0.24161527122232274,33.51083459333398,0.8016826923076923,0.8055555555555556,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,False,unavailable
scene0084_02,7,[28],2005,counter,0.05203207954764366,0.033587009727880604,29.101162282496688,0.07262021589793916,0.18104738154613467,71003,mirror,0.12481787275376396,0.1281795511221945,0.8263665594855305,mixed_multiple_instances,False,False,True,applied
scene0084_02,8,[0],290,sink,0.7225474119186401,0.462779713487315,28.09670503377974,0.7192982456140351,1.0,14024,sink,0.25064822817631804,1.0,0.25064822817631804,fragment_or_undercoverage,True,True,False,unavailable
scene0084_02,9,[16],228,bottle,0.43629735708236694,0.27613369787880426,26.580504509759834,0.7552742616033755,0.7850877192982456,100023,soap dispenser,0.7552742616033755,0.7850877192982456,0.9521276595744681,good_geometry,False,True,False,unavailable
scene0084_02,10,[10],1004,shower curtain,0.2181236892938614,0.13618098564527614,24.865837439426308,0.2013409183258838,0.9870517928286853,55013,shower curtain,0.232247480665573,0.9870517928286853,0.23295721673718853,fragment_or_undercoverage,True,True,False,unavailable
scene0084_02,11,[26],1173,column,0.2394358366727829,0.14613207664012676,22.06366320997584,0.8873469387755102,0.9266837169650469,56022,trash can,0.7881567973311092,0.8056265984654731,0.9732234809474768,good_geometry,False,True,False,unavailable
scene0084_02,12,[5],379,case of water bottles,0.09043031185865402,0.05450787727465898,20.55222669110516,0.3856655290102389,0.5989445910290238,49026,toilet paper,0.5989761092150171,0.9261213720316622,0.6290322580645161,good_geometry,False,False,False,unavailable
scene0084_02,13,[30],225,bottle,0.11309969425201416,0.06640876924552644,17.434038499788045,0.002652519893899204,0.017777777777777778,1163028,object,0.696969696969697,0.7155555555555555,0.9640718562874252,good_geometry,False,False,True,applied
scene0084_02,14,[27],160,counter,0.05385610833764076,0.02987854952877621,10.9569571624383,0.017624250969333802,0.3125,1156010,bathroom counter,0.026068821689259645,0.3125,0.02765486725663717,weak_or_wrong_geometry,False,False,True,applied
scene0084_02,15,[20],214,shower wall,0.08064401149749756,0.043228783969050874,7.208912766925765,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0084_02,16,[11],1650,counter,0.05174506455659866,0.027279387248080156,5.437639248636004,0.09436997319034852,0.18242424242424243,161045,doorframe,0.09696969696969697,0.10666666666666667,0.5161290322580645,overmerged_or_boundary_leakage,False,False,True,applied
scene0084_02,17,[3],3330,door,0.28392353653907776,0.1469576546300777,3.519177326006014,0.9459151722174779,0.9993993993993994,5018,door,0.9326410328374964,0.9978978978978978,0.9344769403824522,good_geometry,True,True,False,unavailable
scene0100_00,0,[0],1816,kitchen cabinet,0.1149977296590805,0.1149977296590805,199.78056590585564,0.23157357816883448,1.0,1173005,bathroom cabinet,0.23447385409941898,1.0,0.23447385409941898,fragment_or_undercoverage,False,False,False,unavailable
scene0100_00,1,[7],2397,cabinet,0.1946716159582138,0.1946716159582138,135.9612556403107,0.3038329300904113,0.9983312473925741,1173005,bathroom cabinet,0.2531817620165575,0.8548185231539425,0.2645577792123951,fragment_or_undercoverage,False,False,False,unavailable
scene0100_00,2,[17],1142,toilet,0.4008883535861969,0.39230849006084617,95.71957456553753,0.3352967829632986,0.647985989492119,17008,toilet,0.3221567739012234,0.6225919439579685,0.40033783783783783,partial_overlap,True,True,False,unavailable
scene0100_00,3,[25],470,cup,0.11497938632965088,0.09771753333555382,69.97400395822851,0.42340425531914894,0.7702127659574468,1163018,object,0.42340425531914894,0.42340425531914894,1.0,mixed_multiple_instances,False,False,False,unavailable
scene0100_00,4,"[5, 11, 20]",332,trash bin,0.6928329467773438,0.48038171962099024,38.6717308567518,0.9019073569482289,0.9969879518072289,56013,trash can,0.7545454545454545,1.0,0.7545454545454545,good_geometry,False,True,False,unavailable
scene0100_00,5,[8],2289,counter,0.4936956763267517,0.33627218063732256,36.22650420570478,0.6208238728511191,0.9938837920489296,1173005,bathroom cabinet,0.2778909831889964,0.9532546963739624,0.2817301484828922,fragment_or_undercoverage,False,True,False,unavailable
scene0100_00,6,[23],216,mirror,0.06988950073719025,0.04473757027893013,28.023722610809745,0.19821826280623608,0.4351851851851852,71021,mirror,0.22531645569620254,0.41203703703703703,0.332089552238806,mixed_multiple_instances,True,False,True,applied
scene0100_00,7,[19],977,cabinet,0.23958958685398102,0.1365293117522261,13.969320240478169,0.1245855649069115,1.0,1173005,bathroom cabinet,0.12614590058102002,1.0,0.12614590058102002,fragment_or_undercoverage,False,True,False,unavailable
scene0100_00,8,[12],115,mat,0.07172828912734985,0.039613845356706805,10.45529131853258,0.07719298245614035,0.7913043478260869,1173005,bathroom cabinet,0.00038182512409316535,0.02608695652173913,0.00038734667527437055,weak_or_wrong_geometry,False,False,False,unavailable
scene0100_00,9,[26],143,mirror,0.07405786961317062,0.040467600388159705,9.286428571428571,0.13138686131386862,0.3776223776223776,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0100_00,10,[10],309,mirror,0.1453496217727661,0.07922783802838161,9.016916675907567,0.029692832764505118,0.284789644012945,71021,mirror,0.001736111111111111,0.003236245954692557,0.0037313432835820895,weak_or_wrong_geometry,True,False,True,unavailable
scene0100_00,11,[13],120,towel,0.6531975865364075,0.35441033339683753,8.515506089391735,0.8444444444444444,0.9833333333333333,1173005,bathroom cabinet,0.0005088411143620405,0.03333333333333333,0.0005164622336991608,weak_or_wrong_geometry,False,True,False,unavailable
scene0100_00,12,[28],113,candle,0.07091032713651657,0.03807707424029109,7.39500374038636,0.4424778761061947,0.6194690265486725,1173005,bathroom cabinet,0.008082103912764593,0.5575221238938053,0.008134280180761781,weak_or_wrong_geometry,False,False,False,unavailable
scene0100_00,13,[9],218,bathtub,0.0782889649271965,0.04128531333295857,5.469048853439681,0.0771235018238666,0.6834862385321101,31011,towel,0.07987048030221262,0.6788990825688074,0.08300616937745373,mixed_multiple_instances,False,False,True,applied
scene0100_00,14,[2],1749,bathtub,0.3241308629512787,0.16719131193164255,3.1628462709974494,0.6131511528608027,0.8724985706117782,42010,bathtub,0.6941522928060581,0.9433962264150944,0.7243195785776997,good_geometry,True,True,False,unavailable
scene0146_01,0,[0],1445,bowl,0.2942899465560913,0.2942899465560913,161.14804656215483,0.5669414998036906,0.9993079584775086,17005,toilet,0.5908346972176759,0.9993079584775086,0.5910765452312731,good_geometry,False,True,False,unavailable
scene0146_01,1,[20],1470,seat,0.47316861152648926,0.47316861152648926,118.08258041115616,0.33466267863077437,0.6850340136054421,17005,toilet,0.30043203722166834,0.6149659863945578,0.37003683995088005,partial_overlap,False,True,False,unavailable
scene0146_01,2,[16],392,toilet paper,0.08576563000679016,0.07898757943589338,84.19401671657944,0.27586206896551724,0.8367346938775511,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0146_01,3,[2],3770,door,0.1953967660665512,0.15652661190534725,60.21412744572757,0.8538681948424068,0.9543766578249336,56001,trash can,0.84,0.946949602122016,0.8814814814814815,good_geometry,False,False,False,unavailable
scene0146_01,4,[8],223,bar,0.36817237734794617,0.23087472455095034,25.41664652520041,0.4611764705882353,0.8789237668161435,95004,rail,0.5130890052356021,0.8789237668161435,0.5521126760563381,good_geometry,False,True,False,unavailable
scene0146_01,5,[7],258,pipe,0.782585084438324,0.48572746691763696,24.13409776810471,0.13333333333333333,1.0,14002,sink,0.13109756097560976,1.0,0.13109756097560976,fragment_or_undercoverage,False,True,False,unavailable
scene0146_01,6,[23],146,pipe,0.30491673946380615,0.18431732636344814,20.8968236296694,0.062276671771311895,0.8356164383561644,14002,sink,0.06124497991967871,0.8356164383561644,0.061991869918699184,fragment_or_undercoverage,False,True,False,unavailable
scene0146_01,7,[3],138,mirror,0.01587575115263462,0.009525450691580771,20.0,0.17446270543615677,1.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0146_01,8,[6],730,bar,0.16397389769554138,0.09730435886553075,18.682741866880136,0.5903307888040712,0.773972602739726,95017,rail,0.7417302798982188,0.7986301369863014,0.9123630672926447,good_geometry,False,False,False,unavailable
scene0146_01,9,[13],563,mirror,0.20042653381824493,0.11542376387923257,15.178127047692826,0.134953897736798,0.29307282415630553,71008,mirror,0.16067864271457086,0.28596802841918295,0.2683333333333333,weak_or_wrong_geometry,True,True,True,applied
scene0146_01,10,[5],114,mat,0.006814335938543081,0.003678469810360489,7.962678785893656,0.004682153790743742,0.45614035087719296,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0169_01,0,[0],9604,table,0.43208256363868713,0.43208256363868713,272.09392116254645,0.7148248420707195,1.0,4010,table,0.6909930341811112,0.8882757184506456,0.7567639492592921,good_geometry,True,True,False,unavailable
scene0169_01,1,"[14, 18]",3903,whiteboard,0.171744242310524,0.171744242310524,176.89391997590533,0.12673474731605133,0.6131181142710735,52018,whiteboard,0.12787110044566335,0.5734050730207533,0.14131464292479637,weak_or_wrong_geometry,True,False,True,applied
scene0169_01,2,[6],21933,whiteboard,0.05298309773206711,0.05298309773206711,154.49734556077433,0.16387054161162484,0.276432772534537,52018,whiteboard,0.1630484988452656,0.2414170428122008,0.3343436256866831,weak_or_wrong_geometry,True,False,True,applied
scene0169_01,3,[30],1586,backpack,0.4833228886127472,0.4833228886127472,112.76691141214103,0.6199804113614104,0.9337957124842371,48039,backpack,0.3937850229240958,0.48738965952080704,0.6721739130434783,overmerged_or_boundary_leakage,True,True,False,unavailable
scene0169_01,4,"[4, 21]",2723,shower,0.04687311127781868,0.04390510031316417,87.3359762825941,0.07294117647058823,0.2970987881013588,16013,window,0.516887665749312,0.7587219977965479,0.618562874251497,good_geometry,False,False,True,applied
scene0169_01,5,[9],1570,picture,0.2210291475057602,0.19787688695378677,79.05049102053832,0.020618556701030927,0.033121019108280254,15017,picture,0.048482293423271504,0.0732484076433121,0.12540894220283533,weak_or_wrong_geometry,True,True,True,unavailable
scene0169_01,6,[19],1612,seat,0.1389729529619217,0.11562613443616923,66.40091754810817,0.6147042564953012,0.9032258064516129,7022,cabinet,0.02254305977710233,0.05521091811414392,0.036701030927835054,weak_or_wrong_geometry,False,False,False,unavailable
scene0169_01,7,[1],2332,column,0.0037369627971202135,0.002731427613559737,46.1843621062878,0.0032246506628448583,0.0047169811320754715,7022,cabinet,0.0004206098843322818,0.0008576329331046312,0.0008247422680412372,weak_or_wrong_geometry,False,False,True,unavailable
scene0169_01,8,"[13, 27]",159,office chair,0.03583144024014473,0.025093739428053645,40.065480259089284,0.057034220532319393,0.4968553459119497,2032,chair,0.057034220532319393,0.37735849056603776,0.06295907660020986,mixed_multiple_instances,False,False,True,applied
scene0169_01,9,[31],350,office chair,0.04800090938806534,0.03210087911723142,33.75112899512187,0.10997267759562841,0.46,7022,cabinet,0.01129737609329446,0.08857142857142856,0.012783505154639175,weak_or_wrong_geometry,False,False,True,applied
scene0169_01,10,[16],1302,office chair,0.20371823012828827,0.1290821399466753,26.726154910523157,0.3857932794555508,0.9877112135176651,2029,chair,0.520414031052329,0.695084485407066,0.6743666169895678,mixed_multiple_instances,False,True,False,unavailable
scene0169_01,11,[8],366,office chair,0.08646702021360397,0.05300911509757479,22.611175837038495,0.17334130304841602,1.0,2033,chair,0.21770770163735598,0.9808743169398907,0.21863580998781973,fragment_or_undercoverage,False,False,False,unavailable
scene0169_01,12,[11],1350,trash bin,0.3037393093109131,0.18091295835048316,19.123836003259864,0.5714902807775378,0.98,56009,trash can,0.5371498172959805,0.98,0.5431034482758621,good_geometry,False,True,False,unavailable
scene0169_01,13,[5],11925,closet wall,0.04502696171402931,0.023719436781501155,5.356594709390534,0.06935809446911587,0.0720335429769392,7022,cabinet,0.0004880429477794046,0.0005870020964360587,0.00288659793814433,weak_or_wrong_geometry,False,False,True,applied
scene0169_01,14,[3],443,office chair,0.06764138489961624,0.03558337353919878,5.211842105263158,0.14429967426710097,1.0,2020,chair,0.16818526955201216,1.0,0.16818526955201216,fragment_or_undercoverage,False,False,False,unavailable
scene0207_01,0,"[14, 25]",5484,desk,0.147830992937088,0.147830992937088,195.55873577546956,0.764521427504853,0.9653537563822028,4014,table,0.7352809658667462,0.8995258935083881,0.8010717765508282,good_geometry,False,False,False,unavailable
scene0207_01,1,[11],1374,pillow,0.521589994430542,0.4741213174851879,81.79847103962217,0.7832369942196532,1.0,11002,bed,0.1281609813838373,0.8668122270742358,0.13073545554335894,fragment_or_undercoverage,False,True,False,unavailable
scene0207_01,2,[13],3088,bookshelf,0.44116711616516113,0.38786167645350633,75.83435493786953,0.38286826735885787,0.9553108808290155,8012,shelf,0.3969661910271243,1.0,0.3969661910271243,fragment_or_undercoverage,False,True,False,unavailable
scene0207_01,3,[22],1334,radiator,0.07220792770385742,0.058575758048960966,62.2419031029242,0.38636363636363635,0.6146926536731634,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0207_01,4,[15],1125,armchair,0.09494314342737198,0.06877929028048732,44.88521824243362,0.4046310832025118,0.9164444444444444,2022,chair,0.41488933601609657,0.9164444444444444,0.43120033458803847,fragment_or_undercoverage,False,False,False,unavailable
scene0207_01,5,[12],1295,clothes,0.030198579654097557,0.021630128132290993,43.25261903075012,0.009916912355936747,0.02857142857142857,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0207_01,6,[28],1086,window,0.06716512143611908,0.04797522626104966,42.857558313741805,0.05693176879617558,0.12062615101289134,16027,window,0.22242990654205608,0.6574585635359116,0.25158562367864695,weak_or_wrong_geometry,True,False,True,applied
scene0207_01,7,[10],380,couch,0.08848551660776138,0.06187155337903363,39.84560581433425,0.04287598944591029,0.8552631578947368,6003,couch,0.021235521235521235,0.31842105263157894,0.02224673653245082,weak_or_wrong_geometry,True,False,False,unavailable
scene0207_01,8,[21],383,bed,0.011364124715328217,0.0077453136501025996,36.31166225508817,0.017383242554177773,0.391644908616188,11002,bed,0.016054800385315208,0.391644908616188,0.01646542261251372,weak_or_wrong_geometry,True,False,True,applied
scene0207_01,9,[3],21800,picture,0.009122353978455067,0.006007090630271632,31.700450222804758,0.009997447460222922,0.017293577981651376,17015,toilet,0.009997447460222922,0.010779816513761468,0.12107161257083977,weak_or_wrong_geometry,False,False,True,applied
scene0207_01,10,[23],217,desk,0.04327774792909622,0.02824721096696451,30.53919077879524,0.021681484947746063,0.6405529953917051,4014,table,0.03038629384192662,0.8663594470046083,0.03052939265995453,fragment_or_undercoverage,False,False,True,applied
scene0207_01,11,[16],121,tissue box,0.06982211023569107,0.04458084246948838,27.698353197866922,0.1506849315068493,0.45454545454545453,230056,tissue box,0.36555891238670696,1.0,0.36555891238670696,fragment_or_undercoverage,True,False,True,applied
scene0207_01,12,[17],345,backpack,0.06777045130729675,0.042204480486608714,24.55127470005387,0.06672443674176777,0.5333333333333333,32018,clothes,0.09867784585617542,0.8869565217391304,0.0999346832135859,fragment_or_undercoverage,False,False,True,applied
scene0207_01,13,[26],119,desk,0.021405726671218872,0.013144899986684323,22.816666666666666,0.0001550147263990079,0.008403361344537815,4014,table,0.00015933715742511153,0.008403361344537815,0.00016239038648911984,weak_or_wrong_geometry,False,False,True,applied
scene0207_01,14,[20],287,tissue box,0.3287322223186493,0.1988345030205855,20.97049788313705,0.0003022061045633122,0.006968641114982578,4014,table,0.0003104144032283098,0.006968641114982578,0.0003247807729782397,weak_or_wrong_geometry,False,True,True,applied
scene0207_01,15,[30],669,shoe,0.06054610759019852,0.03555881724260225,17.460291529487776,0.582723279648609,0.6083707025411061,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0207_01,16,[24],157,bookshelf,0.03756042942404747,0.020583113402801327,9.599989768079258,0.0,0.0,16027,window,0.015598507968802983,0.2929936305732484,0.01620859760394644,weak_or_wrong_geometry,False,False,True,applied
scene0207_01,17,[18],232,clothes,0.0325867123901844,0.01764019660340803,8.266193853427897,0.05101535413571075,0.44396551724137934,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0207_01,18,[7],183,bed,0.003890005173161626,0.0021032724635533496,8.137257917521076,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0207_01,19,[9],404,laundry basket,0.02277269773185253,0.011705528090739433,2.8031744729718646,0.5463215258855586,0.995049504950495,93024,suitcase,0.0008130081300813008,0.0049504950495049506,0.0009718172983479105,weak_or_wrong_geometry,False,False,False,unavailable
scene0217_00,0,"[5, 23]",3093,shelf,0.4623916447162628,0.4623916447162628,324.46874714368107,0.7858961303462322,0.9980601357904947,8041,shelf,0.7858961303462322,0.9980601357904947,0.7870984191738909,good_geometry,True,True,False,unavailable
scene0217_00,1,"[8, 25]",2921,desk,0.48490622639656067,0.48490622639656067,170.68461218733685,0.8071290411715943,1.0,9037,desk,0.8247391952309985,0.9472783293392674,0.8644173695720088,good_geometry,True,True,False,unavailable
scene0217_00,2,[15],7529,mattress,0.4870459735393524,0.4870459735393524,129.5925079195951,0.6186186186186187,0.9849913667153672,11039,bed,0.3327205882352941,0.5288882985788286,0.4728654554090963,partial_overlap,False,True,False,unavailable
scene0217_00,3,[7],8924,mattress,0.041958123445510864,0.041958123445510864,119.5697311711115,0.0012516247051461032,0.00291349170775437,11039,bed,0.0015012414111669264,0.00291349170775437,0.0030875192969956064,weak_or_wrong_geometry,False,False,True,applied
scene0217_00,4,"[9, 22]",802,stair rail,0.05752544850111008,0.0539342689071872,87.51446642313941,0.044233937397034594,0.669576059850374,11039,bed,0.058290304073436605,0.6334164588528678,0.06032537703360646,weak_or_wrong_geometry,False,False,True,applied
scene0217_00,5,[0],955,desk,0.08039914071559906,0.06306206062543358,56.872474168615724,0.06570313148932636,0.9549738219895288,11039,bed,0.09213744903902155,0.8282722513089005,0.09393183707398171,fragment_or_undercoverage,False,False,False,unavailable
scene0217_00,6,[13],811,windowsill,0.412073016166687,0.31266075171673635,51.750170212680175,0.659468438538206,0.9790382244143033,16052,window,0.621283255086072,0.9790382244143033,0.6296590007930214,good_geometry,False,True,False,unavailable
scene0217_00,7,[21],1358,desk,0.06966938078403473,0.04877704986762345,40.024353076498365,0.07469977610421331,0.2702503681885125,8041,shelf,0.07469977610421331,0.2702503681885125,0.09357470678225395,weak_or_wrong_geometry,False,False,True,applied
scene0217_00,8,"[12, 19]",3199,windowsill,0.014636095613241196,0.009756451555796325,33.32041295179455,0.02,0.03532353860581432,16052,window,0.019661636945587563,0.026883401062832137,0.06819984139571768,weak_or_wrong_geometry,False,False,True,applied
scene0217_00,9,[6],2798,wardrobe,0.19915609061717987,0.12837508783850426,28.919067893603447,0.924126455906822,0.9928520371694067,99056,wardrobe,0.9307820299500832,0.9996426018584703,0.9310918774966711,good_geometry,True,False,False,unavailable
scene0217_00,10,[31],620,desk,0.020727138966321945,0.01293496214316592,24.811843681687265,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0217_00,11,[26],1006,mattress,0.008207178674638271,0.0047493363048929866,15.736149855475446,0.0003106313582356139,0.003976143141153081,11039,bed,0.0004244932611694789,0.003976143141153081,0.00047500296876855483,weak_or_wrong_geometry,False,False,True,applied
scene0217_00,12,[30],334,stair rail,0.06811090558767319,0.038965527985078754,14.417882566314894,8.1913499344692e-05,0.0029940119760479044,11039,bed,0.0001142334932602239,0.0029940119760479044,0.00011875074219213871,weak_or_wrong_geometry,False,False,True,applied
