scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,baseline_best_mask_id,sam2_best_iou,sam2_best_candidate_id,sam2_best_class,sam2_best_score,sam2_semantic_exact,sam2_minus_baseline_iou,coverage_iou25,sam2_improves_iou25,coverage_iou50,sam2_improves_iou50
scene0084_01,17006,toilet,2411,0.908608731130151,11,0.0,-1,,0.0,False,-0.908608731130151,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,41012,ceiling,2351,0.890234375,7,0.0007005744710662743,3,counter,0.05990792438387871,False,-0.8895338005289337,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,49016,toilet paper,290,0.9172413793103448,30,0.001774447949526814,3,counter,0.05990792438387871,False,-0.9154669313608179,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,49017,toilet paper,101,0.0,0,0.0,-1,,0.0,False,0.0,both_missed,False,both_missed,False
scene0084_01,49018,toilet paper,146,1.0,31,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,49045,toilet paper,140,1.0,2,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,55005,shower curtain,4015,0.04697781178270849,22,0.0,-1,,0.0,False,-0.04697781178270849,both_missed,False,both_missed,False
scene0084_01,55036,shower curtain,323,1.0,35,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,56021,trash can,1275,1.0,16,0.8317880794701987,4,trash bin,0.569369912147522,False,-0.16821192052980127,both_covered,False,both_covered,False
scene0084_01,56022,trash can,1071,1.0,5,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,71003,mirror,1127,0.888100866824271,12,0.15948275862068967,3,counter,0.05990792438387871,False,-0.7286181082035814,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,71024,mirror,299,0.2129032258064516,14,0.1632987438558165,9,door,0.1501605361700058,False,-0.049604481950635104,both_missed,False,both_missed,False
scene0084_01,82009,paper towel dispenser,1386,0.8888888888888888,13,0.0,-1,,0.0,False,-0.8888888888888888,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,95032,rail,555,0.7427258805513017,32,0.0,-1,,0.0,False,-0.7427258805513017,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,95033,rail,304,0.5268630849220104,26,0.0,-1,,0.0,False,-0.5268630849220104,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,95043,rail,335,1.0,15,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,95044,rail,738,0.7140921409214093,18,0.0,-1,,0.0,False,-0.7140921409214093,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,96011,radiator,1566,0.8542772861356932,3,0.0,-1,,0.0,False,-0.8542772861356932,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,100026,soap dispenser,291,1.0,1,0.8558823529411764,11,soap dispenser,0.457040011882782,True,-0.14411764705882357,both_covered,False,both_covered,False
scene0084_01,115046,toilet paper holder,278,0.6650717703349283,19,0.0,-1,,0.0,False,-0.6650717703349283,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,116007,seat,1504,1.0,10,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,128030,shower wall,18601,0.005134653672849209,32,0.0,-1,,0.0,False,-0.005134653672849209,both_missed,False,both_missed,False
scene0084_01,131010,jacket,506,1.0,8,0.21981981981981982,5,counter,0.03378739580512047,False,-0.7801801801801802,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,161023,doorframe,790,0.5708661417322834,14,0.17061188030370703,9,door,0.1501605361700058,False,-0.40025426142857645,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,208040,toilet seat cover dispenser,624,0.8041237113402062,17,0.0,-1,,0.0,False,-0.8041237113402062,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,261028,sign,821,0.9101995565410199,23,0.9094972067039107,10,container,0.23662108182907104,False,-0.0007023498371092618,both_covered,False,both_covered,False
scene0084_01,1156001,bathroom counter,2639,0.7171106838780554,27,0.4844760672703752,0,counter,0.4459596872329712,False,-0.23263461660768026,both_covered,False,baseline_covered_sam2_missed,False
scene0084_01,1163015,object,101,0.0,0,0.45539906103286387,12,bottle,0.14114053547382355,False,0.45539906103286387,baseline_missed_sam2_covered,True,both_missed,False
scene0084_01,1163019,object,223,0.0,0,0.8260869565217391,2,cup,0.1271236091852188,False,0.8260869565217391,baseline_missed_sam2_covered,True,baseline_missed_sam2_covered,True
scene0084_01,1163031,object,154,0.0,0,0.0,-1,,0.0,False,0.0,both_missed,False,both_missed,False
scene0084_01,1169041,trash bin,525,1.0,6,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_01,1179034,shower head,317,0.0,0,0.0,-1,,0.0,False,0.0,both_missed,False,both_missed,False
scene0084_02,5018,door,3556,0.9859392575928009,12,0.9326410328374964,17,door,0.28392353653907776,True,-0.053298224755304435,both_covered,False,both_covered,False
scene0084_02,14024,sink,1157,0.28396694214876034,23,0.3228582117471006,2,counter,0.3624986708164215,False,0.03889126959834027,both_covered,False,both_missed,False
scene0084_02,16014,window,1833,0.9502332814930016,10,0.0,-1,,0.0,False,-0.9502332814930016,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,17001,toilet,1997,0.9041297935103245,11,0.0,-1,,0.0,False,-0.9041297935103245,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,41035,ceiling,2660,0.9848204368752314,6,0.001764386536373507,4,bathroom stall,0.09872931987047195,False,-0.9830560503388579,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,49004,toilet paper,205,0.7167832167832168,2,0.0,-1,,0.0,False,-0.7167832167832168,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,49026,toilet paper,558,0.7759856630824373,29,0.5989761092150171,12,case of water bottles,0.09043031185865402,False,-0.17700955386742023,both_covered,False,both_covered,False
scene0084_02,49027,toilet paper,153,1.0,18,0.002652519893899204,13,bottle,0.11309969425201416,False,-0.9973474801061007,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,55013,shower curtain,4254,0.8009040880503144,17,0.232247480665573,10,shower curtain,0.2181236892938614,True,-0.5686566073847414,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,56015,trash can,1123,0.9421140939597316,7,0.809143686502177,0,trash bin,0.4449700713157654,False,-0.1329704074575545,both_covered,False,both_covered,False
scene0084_02,56016,trash can,460,0.9521739130434783,8,0.0,-1,,0.0,False,-0.9521739130434783,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,56022,trash can,971,0.8525021949078139,13,0.7881567973311092,11,column,0.2394358366727829,False,-0.06434539757670465,both_covered,False,both_covered,False
scene0084_02,71003,mirror,311,0.5819935691318328,1,0.12481787275376396,7,counter,0.05203207954764366,False,-0.45717569637806876,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,82017,paper towel dispenser,1259,0.8276409849086577,4,0.8476190476190476,5,paper towel dispenser,0.25186166167259216,True,0.019978062710389932,both_covered,False,both_covered,False
scene0084_02,96009,radiator,1598,0.9684848484848485,3,0.0,-1,,0.0,False,-0.9684848484848485,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,100020,soap dispenser,244,1.0,15,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,100023,soap dispenser,188,1.0,36,0.7552742616033755,9,bottle,0.43629735708236694,False,-0.24472573839662448,both_covered,False,both_covered,False
scene0084_02,115043,toilet paper holder,203,0.13120567375886524,33,0.0,-1,,0.0,False,-0.13120567375886524,both_missed,False,both_missed,False
scene0084_02,116036,seat,1407,0.9663461538461539,9,0.03130259171995961,4,bathroom stall,0.09872931987047195,False,-0.9350435621261942,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,131029,jacket,449,0.9220489977728286,5,0.10684931506849316,2,counter,0.3624986708164215,False,-0.8151996827043354,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,161045,doorframe,341,0.8721227621483376,25,0.09696969696969697,16,counter,0.05174506455659866,False,-0.7751530651786407,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,170002,shower curtain rod,304,0.8026315789473685,14,0.0007966540529774945,4,bathroom stall,0.09872931987047195,False,-0.801834924894391,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,208012,toilet seat cover dispenser,583,0.8216123499142367,22,0.0,-1,,0.0,False,-0.8216123499142367,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0084_02,1156010,bathroom counter,1808,0.662999633296663,23,0.3651776980762961,2,counter,0.3624986708164215,False,-0.29782193522036693,both_covered,False,baseline_covered_sam2_missed,False
scene0084_02,1163028,object,167,0.0,0,0.696969696969697,13,bottle,0.11309969425201416,False,0.696969696969697,baseline_missed_sam2_covered,True,baseline_missed_sam2_covered,True
scene0084_02,1163037,object,156,0.0,0,0.0,-1,,0.0,False,0.0,both_missed,False,both_missed,False
scene0084_02,1179011,shower head,625,0.6912,19,0.0,-1,,0.0,False,-0.6912,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,5017,door,1549,0.6481171548117155,11,0.0,-1,,0.0,False,-0.6481171548117155,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,14003,sink,781,1.0,8,0.030547163477677074,5,counter,0.4936956763267517,False,-0.969452836522323,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,16024,window,501,1.0,19,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,17008,toilet,1776,0.9839335180055402,1,0.3221567739012234,2,toilet,0.4008883535861969,True,-0.6617767441043167,both_covered,False,baseline_covered_sam2_missed,False
scene0100_00,31007,towel,2559,0.8070044709388972,15,0.0,-1,,0.0,False,-0.8070044709388972,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,31011,towel,1783,0.8673521850899742,10,0.07987048030221262,13,bathtub,0.0782889649271965,False,-0.7874817047877616,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,31028,towel,963,0.5599730458221024,3,0.0,-1,,0.0,False,-0.5599730458221024,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,31030,towel,457,0.3380177514792899,3,0.0,-1,,0.0,False,-0.3380177514792899,baseline_covered_sam2_missed,False,both_missed,False
scene0100_00,42010,bathtub,2278,0.8028463792381749,5,0.6941522928060581,14,bathtub,0.3241308629512787,True,-0.10869408643211687,both_covered,False,both_covered,False
scene0100_00,49015,toilet paper,320,1.0,7,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,56013,trash can,440,0.8318181818181818,2,0.7545454545454545,4,trash bin,0.6928329467773438,False,-0.07727272727272727,both_covered,False,both_covered,False
scene0100_00,71021,mirror,268,0.8322981366459627,9,0.22531645569620254,6,mirror,0.06988950073719025,True,-0.6069816809497602,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,128002,shower wall,3961,0.9267664950865699,22,0.0007010164738871364,14,bathtub,0.3241308629512787,False,-0.9260654786126828,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,130020,cup,239,0.31629392971246006,21,0.14321608040201006,6,mirror,0.06988950073719025,False,-0.17307784931045,baseline_covered_sam2_missed,False,both_missed,False
scene0100_00,188027,shower door,1613,0.5689969604863222,16,0.0017878426698450535,14,bathtub,0.3241308629512787,False,-0.5672091178164771,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0100_00,1163018,object,199,1.0,18,0.42340425531914894,3,cup,0.11497938632965088,False,-0.5765957446808511,both_covered,False,baseline_covered_sam2_missed,False
scene0100_00,1173005,bathroom cabinet,7745,0.9111083864639529,23,0.2778909831889964,5,counter,0.4936956763267517,False,-0.6332174032749565,both_covered,False,baseline_covered_sam2_missed,False
scene0146_01,5012,door,207,0.5170278637770898,3,0.0,-1,,0.0,False,-0.5170278637770898,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,14002,sink,1968,0.9832317073170732,2,0.13109756097560976,5,pipe,0.782585084438324,False,-0.8521341463414634,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,17005,toilet,2443,0.9595443833464258,6,0.5908346972176759,0,bowl,0.2942899465560913,False,-0.3687096861287499,both_covered,False,both_covered,False
scene0146_01,48013,backpack,1317,0.8940936863543788,4,0.0,-1,,0.0,False,-0.8940936863543788,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,49019,toilet paper,127,1.0,8,0.0002566735112936345,3,door,0.1953967660665512,False,-0.9997433264887063,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,56001,trash can,4050,0.9529011896091284,11,0.84,3,door,0.1953967660665512,False,-0.11290118960912843,both_covered,False,both_covered,False
scene0146_01,71008,mirror,600,0.7585335018963337,5,0.16067864271457086,9,mirror,0.20042653381824493,True,-0.5978548591817628,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,95004,rail,355,0.8919597989949749,10,0.5130890052356021,4,bar,0.36817237734794617,False,-0.3788707937593728,both_covered,False,both_covered,False
scene0146_01,95017,rail,639,0.8137715179968701,12,0.7417302798982188,8,bar,0.16397389769554138,False,-0.07204123809865126,both_covered,False,both_covered,False
scene0146_01,100006,soap dispenser,269,1.0,0,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0146_01,1163016,object,670,0.7289473684210527,1,0.0,-1,,0.0,False,-0.7289473684210527,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2002,chair,1082,0.8854337152209493,1,0.0008064516129032258,8,office chair,0.03583144024014473,False,-0.884627263608046,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2003,chair,1808,0.9021017699115044,2,0.0,-1,,0.0,False,-0.9021017699115044,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2004,chair,2226,0.8265114532482163,25,0.0,-1,,0.0,False,-0.8265114532482163,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2005,chair,1460,0.9492847854356307,10,0.0,-1,,0.0,False,-0.9492847854356307,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2006,chair,2829,1.0,0,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2019,chair,1227,0.9831730769230769,29,0.0,-1,,0.0,False,-0.9831730769230769,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2020,chair,2634,0.8579804560260587,11,0.16818526955201216,14,office chair,0.06764138489961624,False,-0.6897951864740465,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2026,chair,2172,0.9608655616942909,19,0.0,-1,,0.0,False,-0.9608655616942909,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2027,chair,3115,0.47006755182855814,32,0.0013602357742008614,10,office chair,0.20371823012828827,False,-0.4687073160543573,baseline_covered_sam2_missed,False,both_missed,False
scene0169_01,2028,chair,1871,0.664572864321608,26,0.13972701149425287,10,office chair,0.20371823012828827,False,-0.5248458528273552,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2029,chair,1342,0.6860940695296524,31,0.520414031052329,10,office chair,0.20371823012828827,False,-0.16568003847732338,both_covered,False,both_covered,False
scene0169_01,2030,chair,771,0.5779610194902549,27,0.0009657170449058426,10,office chair,0.20371823012828827,False,-0.576995302445349,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2031,chair,909,0.7667766776677668,45,0.017142857142857144,8,office chair,0.03583144024014473,False,-0.7496338205249097,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2032,chair,953,1.0,6,0.057034220532319393,8,office chair,0.03583144024014473,False,-0.9429657794676806,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2033,chair,1642,0.8919392523364486,12,0.21770770163735598,11,office chair,0.08646702021360397,False,-0.6742315506990926,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2034,chair,1276,0.9710806697108066,21,0.0,-1,,0.0,False,-0.9710806697108066,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2035,chair,1934,0.9273797841020608,17,0.03805668016194332,0,table,0.43208256363868713,False,-0.8893231039401175,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2036,chair,1775,1.0,4,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2037,chair,2078,1.0,3,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2038,chair,2034,0.8414015675426464,28,0.02811701221243965,3,backpack,0.4833228886127472,False,-0.8132845553302067,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2040,chair,1317,0.9641288433382138,15,0.0,-1,,0.0,False,-0.9641288433382138,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,2041,chair,1251,0.8669438669438669,18,0.0,-1,,0.0,False,-0.8669438669438669,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,4010,table,11273,0.8972009750357233,13,0.6909930341811112,0,table,0.43208256363868713,True,-0.20620794085461203,both_covered,False,both_covered,False
scene0169_01,5012,door,6334,0.9575805184603299,9,0.04475718075902642,4,shower,0.04687311127781868,False,-0.9128233377013034,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,7008,cabinet,10643,0.91592082616179,5,0.013218873440950515,2,whiteboard,0.05298309773206711,False,-0.9027019527208395,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,7022,cabinet,2425,0.7590316573556797,24,0.02254305977710233,6,seat,0.1389729529619217,False,-0.7364885975785773,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,15017,picture,917,0.8003748828491096,20,0.048482293423271504,5,picture,0.2210291475057602,True,-0.7518925894258381,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,16001,window,14468,0.935531846104106,16,0.0,-1,,0.0,False,-0.935531846104106,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,16013,window,3340,0.07588878760255241,35,0.516887665749312,4,shower,0.04687311127781868,False,0.4409988781467596,baseline_missed_sam2_covered,True,baseline_missed_sam2_covered,True
scene0169_01,48039,backpack,1150,0.5832414553472988,34,0.3937850229240958,3,backpack,0.4833228886127472,True,-0.18945643242320298,both_covered,False,baseline_covered_sam2_missed,False
scene0169_01,52018,whiteboard,15837,0.7978040957315569,30,0.1630484988452656,2,whiteboard,0.05298309773206711,True,-0.6347555968862912,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0169_01,56009,trash can,2436,0.9392446633825944,7,0.5371498172959805,12,trash bin,0.3037393093109131,False,-0.40209484608661383,both_covered,False,both_covered,False
scene0207_01,2022,chair,2391,0.9743276283618582,1,0.41488933601609657,4,armchair,0.09494314342737198,False,-0.5594382923457616,both_covered,False,baseline_covered_sam2_missed,False
scene0207_01,4014,table,6158,0.9572234409276089,21,0.7352809658667462,0,desk,0.147830992937088,False,-0.22194247506086273,both_covered,False,both_covered,False
scene0207_01,4043,table,2356,0.810672514619883,25,0.0007457121551081282,9,picture,0.009122353978455067,False,-0.8099268024647749,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,5008,door,1855,1.0,7,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,5040,door,3533,0.6028460543337646,41,0.0004739149322696576,9,picture,0.009122353978455067,False,-0.6023721394014949,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,6003,couch,5439,0.6853874154966199,14,0.021235521235521235,7,couch,0.08848551660776138,True,-0.6641518942610987,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,7013,cabinet,4715,0.33022269353128314,6,0.0,-1,,0.0,False,-0.33022269353128314,baseline_covered_sam2_missed,False,both_missed,False
scene0207_01,8012,shelf,7779,0.9671836943981541,18,0.3969661910271243,2,bookshelf,0.44116711616516113,False,-0.5702175033710297,both_covered,False,baseline_covered_sam2_missed,False
scene0207_01,8053,shelf,5133,0.9352360043907794,28,0.0,-1,,0.0,False,-0.9352360043907794,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,11002,bed,9110,0.8286848427870052,20,0.1281609813838373,1,pillow,0.521589994430542,False,-0.7005238614031679,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,14010,sink,863,0.5842924847664184,19,0.0,-1,,0.0,False,-0.5842924847664184,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,14011,sink,812,0.2849122807017544,40,0.0,-1,,0.0,False,-0.2849122807017544,baseline_covered_sam2_missed,False,both_missed,False
scene0207_01,16009,window,5642,0.7774619628824612,37,0.0,-1,,0.0,False,-0.7774619628824612,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,16027,window,2838,0.4522735161402291,48,0.22242990654205608,6,window,0.06716512143611908,True,-0.22984360959817302,baseline_covered_sam2_missed,False,both_missed,False
scene0207_01,17015,toilet,1941,1.0,0,0.009997447460222922,9,picture,0.009122353978455067,False,-0.9900025525397771,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,19029,monitor,1307,0.7568627450980392,17,0.00014727540500736376,0,desk,0.147830992937088,False,-0.7567154696930318,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,27039,refrigerator,2156,0.8608534322820037,70,0.0,-1,,0.0,False,-0.8608534322820037,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,29019,kitchen cabinet,3302,0.6758118701007839,8,0.0,-1,,0.0,False,-0.6758118701007839,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,31052,towel,639,0.8635135135135135,74,0.0,-1,,0.0,False,-0.8635135135135135,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,32018,clothes,3062,0.36185598071708347,50,0.09867784585617542,12,backpack,0.06777045130729675,False,-0.263178134860908,baseline_covered_sam2_missed,False,both_missed,False
scene0207_01,32055,clothes,898,0.13217544892552252,38,0.0007686395080707148,19,laundry basket,0.02277269773185253,False,-0.1314068094174518,both_missed,False,both_missed,False
scene0207_01,36054,dresser,3573,0.7439204905899768,51,0.0,-1,,0.0,False,-0.7439204905899768,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,38034,stool,1557,0.8457360130363932,12,0.0,-1,,0.0,False,-0.8457360130363932,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,38036,stool,1866,0.5973041280539174,33,0.0,-1,,0.0,False,-0.5973041280539174,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
scene0207_01,41049,ceiling,155,1.0,2,0.0,-1,,0.0,False,-1.0,baseline_covered_sam2_missed,False,baseline_covered_sam2_missed,False
