scene_name,gt_instance_id,gt_class,gt_point_count,mask3d_best_iou,threshold,prompt_class_id,class_in_yoloworld_prompts,usable_visible_frame_count,box_covered_frame_count,best_box_point_coverage,mean_box_point_coverage,best_box_score,same_class_box_count,reliable_2d_box
scene0207_01,14011,sink,812,0.2849122807017544,0.5,10,True,0,0,0.0,0.0,0.0,0,False
scene0207_01,16027,window,2838,0.4522735161402291,0.5,12,True,18,12,0.998876404494382,0.6570904488718701,0.45068755745887756,14,True
scene0207_01,32018,clothes,3062,0.36185598071708347,0.5,25,True,6,4,0.9600840336134454,0.6282239395062188,0.3150726854801178,11,True
scene0207_01,32055,clothes,898,0.13217544892552252,0.25,25,True,2,0,0.0,0.0,0.0,0,False
scene0207_01,32055,clothes,898,0.13217544892552252,0.5,25,True,2,0,0.0,0.0,0.0,0,False
scene0207_01,48032,backpack,950,0.4487482286254133,0.5,39,True,6,4,0.9843260188087775,0.6531815528131585,0.4980941116809845,7,True
scene0207_01,65037,bottle,118,0.07989167230873392,0.25,53,True,0,0,0.0,0.0,0.0,0,False
scene0207_01,65037,bottle,118,0.07989167230873392,0.5,53,True,0,0,0.0,0.0,0.0,0,False
scene0207_01,71046,mirror,524,0.20419847328244276,0.25,59,True,0,0,0.0,0.0,0.0,0,False
scene0207_01,71046,mirror,524,0.20419847328244276,0.5,59,True,0,0,0.0,0.0,0.0,0,False
scene0207_01,77060,laptop,409,0.4505050505050505,0.5,65,True,17,15,1.0,0.8801028543443217,0.8759475350379944,15,True
scene0207_01,562030,bowl,325,0.18888888888888888,0.25,162,True,21,12,1.0,0.5689208230996914,0.8525679707527161,12,True
scene0207_01,562030,bowl,325,0.18888888888888888,0.5,162,True,21,12,1.0,0.5689208230996914,0.8525679707527161,12,True
scene0256_02,15023,picture,215,0.3023255813953488,0.5,11,True,4,2,0.9119496855345912,0.43828153903070666,0.4065936803817749,5,True
scene0256_02,21004,curtain,3054,0.46955441150363925,0.5,16,True,21,16,1.0,0.7529259617667843,0.870181679725647,23,True
scene0256_02,21005,curtain,2821,0.3792216698097034,0.5,16,True,0,0,0.0,0.0,0.0,0,False
scene0256_02,28021,lamp,858,0.49184149184149184,0.5,22,True,18,4,0.7663230240549829,0.30604533766549913,0.6416667103767395,13,True
scene0256_02,32007,clothes,933,0.31414141414141417,0.5,25,True,4,0,0.0,0.0,0.0,0,False
scene0256_02,67017,ottoman,785,0.3447518664909969,0.5,55,True,11,0,0.0,0.0,0.0,0,False
scene0256_02,71008,mirror,2348,0.11022244438890277,0.25,59,True,0,0,0.0,0.0,0.0,0,False
scene0256_02,71008,mirror,2348,0.11022244438890277,0.5,59,True,0,0,0.0,0.0,0.0,0,False
scene0256_02,122003,ladder,765,0.15353982300884955,0.25,97,True,22,1,1.0,0.045454545454545456,0.5094853043556213,1,False
scene0256_02,122003,ladder,765,0.15353982300884955,0.5,97,True,22,1,1.0,0.045454545454545456,0.5094853043556213,1,False
scene0277_01,107003,pipe,766,0.0,0.25,89,True,7,1,1.0,0.21396825396825397,0.15704403817653656,2,False
scene0277_01,107003,pipe,766,0.0,0.5,89,True,7,1,1.0,0.21396825396825397,0.15704403817653656,2,False
scene0300_01,16010,window,22536,0.4824747742963356,0.5,12,True,4,0,0.0,0.0,0.0,0,False
scene0300_01,18002,bookshelf,10580,0.3581333748831412,0.5,14,True,12,2,1.0,0.16666666666666666,0.48308947682380676,20,True
scene0300_01,18003,bookshelf,23704,0.40040867957575166,0.5,14,True,17,16,1.0,0.9392425531364561,0.48308947682380676,25,True
scene0307_02,2015,chair,1475,0.4036348267117498,0.5,0,True,9,3,0.9819078947368421,0.3184354819821327,0.4887549579143524,3,True
scene0307_02,4014,table,1719,0.3587406793703397,0.5,1,True,7,0,0.0,0.0,0.0,0,False
scene0307_02,5011,door,13908,0.2811650207528267,0.5,2,True,10,0,0.0,0.0,0.463689923286438,4,False
scene0307_02,5031,door,1379,0.2784178187403994,0.5,2,True,3,0,0.0,0.0,0.10642175376415253,2,False
scene0307_02,14017,sink,433,0.41594022415940224,0.5,10,True,7,7,1.0,1.0,0.7324111461639404,13,True
scene0307_02,16016,window,2162,0.3391621829362029,0.5,12,True,1,0,0.0,0.0,0.0,0,False
scene0307_02,16040,window,1764,0.07633087633087633,0.25,12,True,0,0,0.0,0.0,0.0,0,False
scene0307_02,16040,window,1764,0.07633087633087633,0.5,12,True,0,0,0.0,0.0,0.0,0,False
scene0307_02,27002,refrigerator,3775,0.25149700598802394,0.5,21,True,5,2,1.0,0.4148881922675026,0.2985069751739502,5,True
scene0307_02,41025,ceiling,13831,0.21040109908521262,0.25,33,True,13,12,1.0,0.9178709862729869,0.5472757816314697,13,True
scene0307_02,41025,ceiling,13831,0.21040109908521262,0.5,33,True,13,12,1.0,0.9178709862729869,0.5472757816314697,13,True
scene0307_02,78010,shower,14925,0.22525963149078726,0.25,66,True,8,7,0.9993493819128172,0.8650858268389165,0.702272891998291,7,True
scene0307_02,78010,shower,14925,0.22525963149078726,0.5,66,True,8,7,0.9993493819128172,0.8650858268389165,0.702272891998291,7,True
scene0307_02,96033,radiator,6259,0.1535070455797843,0.25,78,True,4,2,0.9821428571428571,0.4873538961038961,0.7397528290748596,2,True
scene0307_02,96033,radiator,6259,0.1535070455797843,0.5,78,True,4,2,0.9821428571428571,0.4873538961038961,0.7397528290748596,2,True
scene0307_02,161035,doorframe,2287,0.1657550140891762,0.25,116,True,8,0,0.046948356807511735,0.005868544600938967,0.088445283472538,1,False
scene0307_02,161035,doorframe,2287,0.1657550140891762,0.5,116,True,8,0,0.046948356807511735,0.005868544600938967,0.088445283472538,1,False
scene0307_02,325020,broom,980,0.35816326530612247,0.5,150,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,4013,table,117,0.028725754971765282,0.25,1,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,4013,table,117,0.028725754971765282,0.5,1,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,5062,door,3997,0.36896615498427965,0.5,2,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15004,picture,693,0.05854355069014755,0.25,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15004,picture,693,0.05854355069014755,0.5,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15045,picture,564,0.3078602620087336,0.5,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15047,picture,500,0.27292576419213976,0.5,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15049,picture,764,0.19963031423290203,0.25,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,15049,picture,764,0.19963031423290203,0.5,11,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,28014,lamp,515,0.41359223300970877,0.5,22,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,65053,bottle,164,0.0,0.25,53,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,65053,bottle,164,0.0,0.5,53,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,75061,file cabinet,1274,0.41365777080062793,0.5,63,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,161063,doorframe,1398,0.17605371130175307,0.25,116,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,161063,doorframe,1398,0.17605371130175307,0.5,116,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,1163054,object,287,0.0,0.25,170,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,1163054,object,287,0.0,0.5,170,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,1163055,object,133,0.0,0.25,170,True,0,0,0.0,0.0,0.0,0,False
scene0329_02,1163055,object,133,0.0,0.5,170,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,5015,door,3495,0.36046890263757736,0.5,2,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,8026,shelf,3487,0.42160278745644597,0.5,5,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,11008,bed,11715,0.4347638868953639,0.5,8,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,11014,bed,14937,0.33495592685173003,0.5,8,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,16031,window,1070,0.4670449585333915,0.5,12,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,22023,book,278,0.07503373819163293,0.25,17,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,22023,book,278,0.07503373819163293,0.5,17,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,22035,book,434,0.0,0.25,17,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,22035,book,434,0.0,0.5,17,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,32046,clothes,1831,0.36164329448943316,0.5,25,True,2,0,0.0,0.0,0.0,0,False
scene0353_02,47053,bag,545,0.10764368951214695,0.25,38,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,47053,bag,545,0.10764368951214695,0.5,38,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,63027,shoe,430,0.17365710080941868,0.25,51,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,63027,shoe,430,0.17365710080941868,0.5,51,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,77020,laptop,516,0.058159939834544996,0.25,65,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,77020,laptop,516,0.058159939834544996,0.5,65,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,88037,plate,163,0.03717217787913341,0.25,73,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,88037,plate,163,0.03717217787913341,0.5,73,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,562051,bowl,238,0.0,0.25,162,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,562051,bowl,238,0.0,0.5,162,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,562052,bowl,191,0.35239852398523985,0.5,162,True,0,0,0.0,0.0,0.0,0,False
scene0353_02,1187039,calendar,267,0.0,0.25,193,True,9,1,0.9887640449438202,0.10986267166042446,0.5990181565284729,1,False
scene0353_02,1187039,calendar,267,0.0,0.5,193,True,9,1,0.9887640449438202,0.10986267166042446,0.5990181565284729,1,False
scene0357_00,5015,door,463,0.26411865373645177,0.5,2,True,0,0,0.0,0.0,0.0,0,False
scene0357_00,8028,shelf,6502,0.0,0.25,5,True,0,0,0.0,0.0,0.0,0,False
scene0357_00,8028,shelf,6502,0.0,0.5,5,True,0,0,0.0,0.0,0.0,0,False
scene0357_00,16018,window,496,0.14583945898265216,0.25,12,True,14,6,1.0,0.41887125220458554,0.39709699153900146,6,True
scene0357_00,16018,window,496,0.14583945898265216,0.5,12,True,14,6,1.0,0.41887125220458554,0.39709699153900146,6,True
scene0357_00,26001,box,343,0.039014373716632446,0.25,20,True,3,0,0.0,0.0,0.0,0,False
scene0357_00,26001,box,343,0.039014373716632446,0.5,20,True,3,0,0.0,0.0,0.0,0,False
scene0357_00,26002,box,289,0.35503685503685506,0.5,20,True,3,0,0.0,0.0,0.0,0,False
scene0357_00,41009,ceiling,1011,0.06706640017765934,0.25,33,True,0,0,0.0,0.0,0.0,0,False
scene0357_00,41009,ceiling,1011,0.06706640017765934,0.5,33,True,0,0,0.0,0.0,0.0,0,False
scene0357_00,63020,shoe,416,0.0,0.25,51,True,10,0,0.28688524590163933,0.11034090004592531,0.13807068765163422,12,False
scene0357_00,63020,shoe,416,0.0,0.5,51,True,10,0,0.28688524590163933,0.11034090004592531,0.13807068765163422,12,False
scene0357_00,63021,shoe,153,0.391304347826087,0.5,51,True,6,3,0.9144736842105263,0.4489983404457089,0.35237783193588257,12,True
scene0357_00,63023,shoe,239,0.38118022328548645,0.5,51,True,16,0,0.0,0.0,0.35237783193588257,13,False
scene0357_00,107019,pipe,1777,0.2759548144163529,0.5,89,True,19,1,0.8928901200369345,0.07645490387407157,0.5299715995788574,6,False
scene0377_00,31022,towel,332,0.4630404463040446,0.5,24,True,8,6,1.0,0.6691368330050207,0.6719590425491333,6,True
scene0377_00,102010,bucket,638,0.26987951807228916,0.5,84,True,0,0,0.0,0.0,0.0,0,False
scene0377_00,185001,tray,319,0.35444444444444445,0.5,125,True,0,0,0.0,0.0,0.0,0,False
scene0389_00,5013,door,2237,0.2006053154260853,0.25,2,True,0,0,0.0,0.0,0.0,0,False
scene0389_00,5013,door,2237,0.2006053154260853,0.5,2,True,0,0,0.0,0.0,0.0,0,False
scene0412_01,4012,table,1888,0.4492753623188406,0.5,1,True,0,0,0.0,0.0,0.0,0,False
scene0412_01,14018,sink,1770,0.47497249724972496,0.5,10,True,18,14,1.0,0.66593389281878,0.6622955799102783,18,True
scene0412_01,26022,box,1701,0.4327143220554566,0.5,20,True,0,0,0.0,0.0,0.0,0,False
scene0412_01,35019,counter,2081,0.25558751936269086,0.5,28,True,16,6,1.0,0.3749119718309859,0.6944128274917603,6,True
scene0426_02,15036,picture,605,0.0,0.25,11,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,15036,picture,605,0.0,0.5,11,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,32030,clothes,599,0.20429740791268758,0.25,25,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,32030,clothes,599,0.20429740791268758,0.5,25,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,54008,blanket,4073,0.39444045051521687,0.5,44,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,122028,ladder,1228,0.07170626349892009,0.25,97,True,13,4,1.0,0.29703373920537535,0.9203455448150635,5,True
scene0426_02,122028,ladder,1228,0.07170626349892009,0.5,97,True,13,4,1.0,0.29703373920537535,0.9203455448150635,5,True
scene0426_02,131020,jacket,501,0.15036976170912078,0.25,101,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,131020,jacket,501,0.15036976170912078,0.5,101,True,0,0,0.0,0.0,0.0,0,False
scene0426_02,1163009,object,467,0.40857392825896766,0.5,170,True,5,0,0.0,0.0,0.0,0,False
scene0430_00,52033,whiteboard,2857,0.3114115211301912,0.5,43,True,30,6,0.9805555555555555,0.19180285787804907,0.5231391787528992,8,True
scene0430_00,609023,projector screen,5746,0.4169786749145369,0.5,166,True,26,20,1.0,0.7684428711994187,0.8139678835868835,21,True
scene0458_00,26032,box,1184,0.02727272727272727,0.25,20,True,10,0,0.45546558704453444,0.04554655870445344,0.2928679883480072,1,False
scene0458_00,26032,box,1184,0.02727272727272727,0.5,20,True,10,0,0.45546558704453444,0.04554655870445344,0.2928679883480072,1,False
scene0458_00,65029,bottle,131,0.2930648769574944,0.5,53,True,7,3,1.0,0.41013824884792627,0.2809491455554962,7,True
scene0458_00,65030,bottle,150,0.14149139579349904,0.25,53,True,12,5,0.9213483146067416,0.3711806699057296,0.4324975311756134,14,True
scene0458_00,65030,bottle,150,0.14149139579349904,0.5,53,True,12,5,0.9213483146067416,0.3711806699057296,0.4324975311756134,14,True
scene0458_00,78004,shower,8946,0.22043371339145987,0.25,66,True,21,16,0.9958022388059702,0.6955896867606137,0.6223685145378113,16,True
scene0458_00,78004,shower,8946,0.22043371339145987,0.5,66,True,21,16,0.9958022388059702,0.6955896867606137,0.6223685145378113,16,True
scene0458_00,157010,soap dish,118,0.2639821029082774,0.5,114,True,7,0,0.0,0.0,0.2468881607055664,2,False
scene0458_00,157012,soap dish,125,0.08538899430740038,0.25,114,True,5,0,0.0,0.0,0.2468881607055664,2,False
scene0458_00,157012,soap dish,125,0.08538899430740038,0.5,114,True,5,0,0.0,0.0,0.2468881607055664,2,False
scene0458_00,325016,broom,215,0.21739130434782608,0.25,150,True,0,0,0.0,0.0,0.0,0,False
scene0458_00,325016,broom,215,0.21739130434782608,0.5,150,True,0,0,0.0,0.0,0.0,0,False
scene0458_00,356017,dustpan,460,0.3807615230460922,0.5,153,True,2,0,0.0,0.0,0.0,0,False
scene0474_00,13039,pillow,816,0.4823434991974318,0.5,9,True,0,0,0.0,0.0,0.0,0,False
scene0474_00,46032,keyboard,221,0.10828025477707007,0.25,37,True,0,0,0.0,0.0,0.0,0,False
scene0474_00,46032,keyboard,221,0.10828025477707007,0.5,37,True,0,0,0.0,0.0,0.0,0,False
scene0474_00,64029,computer tower,1450,0.0,0.25,52,True,0,0,0.0,0.0,0.0,0,False
scene0474_00,64029,computer tower,1450,0.0,0.5,52,True,0,0,0.0,0.0,0.0,0,False
scene0474_00,570045,paper bag,463,0.05104831358249772,0.25,163,True,9,8,1.0,0.876635258025125,0.8963482975959778,10,True
scene0474_00,570045,paper bag,463,0.05104831358249772,0.5,163,True,9,8,1.0,0.876635258025125,0.8963482975959778,10,True
scene0474_00,1170034,dumbbell,180,0.3082191780821918,0.5,177,True,0,0,0.0,0.0,0.0,0,False
scene0474_04,2012,chair,232,0.1341816078658184,0.25,0,True,3,1,0.9454545454545454,0.3151515151515151,0.5362221002578735,2,False
scene0474_04,2012,chair,232,0.1341816078658184,0.5,0,True,3,1,0.9454545454545454,0.3151515151515151,0.5362221002578735,2,False
scene0474_04,13032,pillow,253,0.40043763676148797,0.5,9,True,7,1,0.8736842105263158,0.12481203007518797,0.6171569228172302,7,False
scene0474_04,16022,window,2816,0.38920454545454547,0.5,12,True,0,0,0.0,0.0,0.0,0,False
scene0474_04,52037,whiteboard,986,0.08007976490344249,0.25,43,True,13,5,1.0,0.33248220742264817,0.8674204349517822,5,True
scene0474_04,52037,whiteboard,986,0.08007976490344249,0.5,43,True,13,5,1.0,0.33248220742264817,0.8674204349517822,5,True
scene0474_04,1188018,poster,5873,0.23156636110003986,0.25,194,True,0,0,0.0,0.0,0.0,0,False
scene0474_04,1188018,poster,5873,0.23156636110003986,0.5,194,True,0,0,0.0,0.0,0.0,0,False
scene0474_04,1188019,poster,3085,0.12326687177847924,0.25,194,True,0,0,0.0,0.0,0.0,0,False
scene0474_04,1188019,poster,3085,0.12326687177847924,0.5,194,True,0,0,0.0,0.0,0.0,0,False
scene0496_00,16026,window,2588,0.4225468577728776,0.5,12,True,2,2,1.0,1.0,0.13613002002239227,4,True
scene0496_00,16027,window,1061,0.1157506908197728,0.25,12,True,2,1,0.8823529411764706,0.4411764705882353,0.18122754991054535,6,False
scene0496_00,16027,window,1061,0.1157506908197728,0.5,12,True,2,1,0.8823529411764706,0.4411764705882353,0.18122754991054535,6,False
scene0496_00,16030,window,938,0.19869942196531792,0.25,12,True,0,0,0.0,0.0,0.0,0,False
scene0496_00,16030,window,938,0.19869942196531792,0.5,12,True,0,0,0.0,0.0,0.0,0,False
scene0578_02,19015,monitor,470,0.0,0.25,15,True,6,5,1.0,0.8333333333333334,0.7226048111915588,5,True
scene0578_02,19015,monitor,470,0.0,0.5,15,True,6,5,1.0,0.8333333333333334,0.7226048111915588,5,True
scene0591_01,19017,monitor,881,0.4101489757914339,0.5,15,True,4,3,1.0,0.75,0.3504888713359833,7,True
scene0593_01,7005,cabinet,7895,0.1008092485549133,0.25,4,True,4,1,0.9727699530516432,0.2431924882629108,0.20670625567436218,1,False
scene0593_01,7005,cabinet,7895,0.1008092485549133,0.5,4,True,4,1,0.9727699530516432,0.2431924882629108,0.20670625567436218,1,False
scene0593_01,180024,paper cutter,693,0.46998722860791825,0.5,124,True,0,0,0.0,0.0,0.0,0,False
scene0598_00,16021,window,17586,0.33384510406004775,0.5,12,True,0,0,0.0,0.0,0.0,0,False
scene0598_00,86002,blinds,16020,0.4140604807443784,0.5,71,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,7019,cabinet,1129,0.3631200302915562,0.5,4,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,13023,pillow,786,0.0726525017135024,0.25,9,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,13023,pillow,786,0.0726525017135024,0.5,9,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,27026,refrigerator,3171,0.4401303285365191,0.5,21,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,132033,storage bin,515,0.2084176446782679,0.25,102,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,132033,storage bin,515,0.2084176446782679,0.5,102,True,0,0,0.0,0.0,0.0,0,False
scene0606_00,185035,tray,677,0.017857142857142856,0.25,125,True,25,3,0.7287671232876712,0.18626242584515587,0.5459751486778259,13,True
scene0606_00,185035,tray,677,0.017857142857142856,0.5,125,True,25,3,0.7287671232876712,0.18626242584515587,0.5459751486778259,13,True
scene0606_00,1163036,object,264,0.19924528301886793,0.25,170,True,30,0,0.0,0.0,0.0,0,False
scene0606_00,1163036,object,264,0.19924528301886793,0.5,170,True,30,0,0.0,0.0,0.0,0,False
scene0606_01,13031,pillow,621,0.030225409836065573,0.25,9,True,0,0,0.0,0.0,0.0,0,False
scene0606_01,13031,pillow,621,0.030225409836065573,0.5,9,True,0,0,0.0,0.0,0.0,0,False
scene0606_01,65021,bottle,147,0.4788273615635179,0.5,53,True,0,0,0.0,0.0,0.0,0,False
scene0606_01,185027,tray,602,0.24447513812154695,0.25,125,True,2,2,0.7903225806451613,0.6583191850594228,0.2302730530500412,3,True
scene0606_01,185027,tray,602,0.24447513812154695,0.5,125,True,2,2,0.7903225806451613,0.6583191850594228,0.2302730530500412,3,True
scene0645_01,13041,pillow,431,0.09491301475445937,0.25,9,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,13041,pillow,431,0.09491301475445937,0.5,9,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,13052,pillow,886,0.468040147913365,0.5,9,True,12,0,0.0,0.0,0.6408061981201172,29,False
scene0645_01,16045,window,3454,0.3273883100829949,0.5,12,True,3,1,0.9446308724832215,0.4287247954801762,0.19900986552238464,2,False
scene0645_01,56016,trash can,728,0.38682252922422955,0.5,46,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,71030,mirror,1353,0.39571428571428574,0.5,59,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,97017,recycling bin,528,0.2165572942958102,0.25,79,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,97017,recycling bin,528,0.2165572942958102,0.5,79,True,0,0,0.0,0.0,0.0,0,False
scene0645_01,161061,doorframe,3593,0.035987182647276315,0.25,116,True,4,1,0.8869565217391304,0.2217391304347826,0.08449223637580872,1,False
scene0645_01,161061,doorframe,3593,0.035987182647276315,0.5,116,True,4,1,0.8869565217391304,0.2217391304347826,0.08449223637580872,1,False
scene0658_00,7009,cabinet,323,0.021544715447154472,0.25,4,True,0,0,0.0,0.0,0.0,0,False
scene0658_00,7009,cabinet,323,0.021544715447154472,0.5,4,True,0,0,0.0,0.0,0.0,0,False
scene0663_02,2008,chair,513,0.321880650994575,0.5,0,True,14,0,0.0,0.0,0.0,0,False
scene0663_02,52016,whiteboard,325,0.0,0.25,43,True,0,0,0.0,0.0,0.0,0,False
scene0663_02,52016,whiteboard,325,0.0,0.5,43,True,0,0,0.0,0.0,0.0,0,False
scene0664_02,8018,shelf,1005,0.24622271964185785,0.25,5,True,2,0,0.0,0.0,0.0,0,False
scene0664_02,8018,shelf,1005,0.24622271964185785,0.5,5,True,2,0,0.0,0.0,0.0,0,False
scene0664_02,31032,towel,388,0.4212812160694897,0.5,24,True,0,0,0.0,0.0,0.0,0,False
scene0664_02,31033,towel,434,0.47122692725298587,0.5,24,True,0,0,0.0,0.0,0.0,0,False
scene0686_02,125004,bathroom stall,8749,0.48183071008921446,0.5,98,True,24,3,1.0,0.12487804771136728,0.2797612249851227,3,True
